"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Mar 21 08:35:26 GMT 2023","Tue Mar 21 08:35:27 GMT 2023","929","","Allure Cypress log","","","","should attach cy.request data with allureLogCypress and allureAttachRequests env vars",""
"passed","Tue Mar 21 08:35:51 GMT 2023","Tue Mar 21 08:35:51 GMT 2023","26","","Allure hooks","","","","should log before hooks as pre-requisites and each hooks as steps",""
"passed","Tue Mar 21 08:35:55 GMT 2023","Tue Mar 21 08:35:55 GMT 2023","47","","Allure links","","","","should accept * character as pattern in tmsPrefix configuration",""
"passed","Tue Mar 21 08:36:38 GMT 2023","Tue Mar 21 08:36:38 GMT 2023","76","","Allure steps","","","","could be started for current executable with log step, or step(name,false) and finish automatically",""
"passed","Tue Mar 21 08:36:38 GMT 2023","Tue Mar 21 08:36:38 GMT 2023","63","","Allure steps","","","","could be started for current test with step and finished automatically",""
"passed","Tue Mar 21 08:35:26 GMT 2023","Tue Mar 21 08:35:26 GMT 2023","76","","Allure Cypress log","","","","should log cypress commands as steps when allureLogCypress is enabled",""
"passed","Tue Mar 21 08:36:47 GMT 2023","Tue Mar 21 08:36:47 GMT 2023","56","Allure tests structure","Label storage","Set in beforeEach","","","""Label storage"", ""Set in beforeEach""",""
"failed","Tue Mar 21 08:36:28 GMT 2023","Tue Mar 21 08:36:32 GMT 2023","4225","","Allure test statuses","","","","should be failed",""
"passed","Tue Mar 21 08:36:00 GMT 2023","Tue Mar 21 08:36:00 GMT 2023","50","","Allure parameters","","","","should attach testParameter number 2 to test",""
"passed","Tue Mar 21 08:35:18 GMT 2023","Tue Mar 21 08:35:18 GMT 2023","43","","Allure attachments","","","","should be able to attach file to test by content",""
"passed","Tue Mar 21 08:36:10 GMT 2023","Tue Mar 21 08:36:11 GMT 2023","175","","Allure retry","","","","passed test no retries",""
"passed","Tue Mar 21 08:35:55 GMT 2023","Tue Mar 21 08:35:55 GMT 2023","58","","Allure links","","","","should be able to add link to test management system",""
"passed","Tue Mar 21 08:36:47 GMT 2023","Tue Mar 21 08:36:47 GMT 2023","12","Allure tests structure","Allure tests structure","Set in beforeEach","","","""Tests structure"", ""behaviors"", ""labels""",""
"passed","Tue Mar 21 08:36:42 GMT 2023","Tue Mar 21 08:36:42 GMT 2023","50","","Allure labels","","","","should be able to add tag",""
"passed","Tue Mar 21 08:36:38 GMT 2023","Tue Mar 21 08:36:38 GMT 2023","32","","Allure steps","","","","could be started and finished with startStep, endStep",""
"passed","Tue Mar 21 08:36:47 GMT 2023","Tue Mar 21 08:36:47 GMT 2023","52","Allure tests structure","Label storage","Set in beforeEach","","","""Label storage"", ""Set in test""",""
"passed","Tue Mar 21 08:35:26 GMT 2023","Tue Mar 21 08:35:26 GMT 2023","69","","Allure Cypress log","","","","should log cypress custom command as separate step",""
