"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon May 08 15:42:32 GMT 2023","Mon May 08 15:42:36 GMT 2023","4150","","Allure test statuses","","","","should be failed",""
"passed","Mon May 08 15:42:45 GMT 2023","Mon May 08 15:42:45 GMT 2023","52","","Allure labels","","","","should be able to add markdown description","
## Emphasis

**This is bold text**

__This is bold text__

*This is italic text*

_This is italic text_

~~Strikethrough~~
"
"passed","Mon May 08 15:41:25 GMT 2023","Mon May 08 15:41:25 GMT 2023","8","","Allure Environment info","","","","should add Environment info",""
"passed","Mon May 08 15:42:45 GMT 2023","Mon May 08 15:42:45 GMT 2023","7","","Allure labels","","","","should be able to add label",""
"passed","Mon May 08 15:41:52 GMT 2023","Mon May 08 15:41:54 GMT 2023","2312","","Multiple domains","","","","Visit Site 1 - Google",""
"passed","Mon May 08 15:41:12 GMT 2023","Mon May 08 15:41:12 GMT 2023","38","","Allure attachments","","","","should be able to attach file to test by content",""
"passed","Mon May 08 15:42:32 GMT 2023","Mon May 08 15:42:32 GMT 2023","18","","Allure test statuses","","","","should be passed",""
"passed","Mon May 08 15:43:02 GMT 2023","Mon May 08 15:43:02 GMT 2023","95","Gherkin_parent_suite","Gherkin_suite","Gherkin_sub_suite","","","Some scenario with examples (example #1)",""
"passed","Mon May 08 15:42:24 GMT 2023","Mon May 08 15:42:24 GMT 2023","334","","Allure screenshots","","","","should attach screenshot with custom name",""
"passed","Mon May 08 15:42:10 GMT 2023","Mon May 08 15:42:10 GMT 2023","47","","Allure parameters","","","","should attach parameter number 2 to step",""
"passed","Mon May 08 15:43:02 GMT 2023","Mon May 08 15:43:02 GMT 2023","35","Gherkin_parent_suite","Gherkin_suite","Gherkin_sub_suite","","","Allure gherkin suite structure",""
"passed","Mon May 08 15:42:45 GMT 2023","Mon May 08 15:42:45 GMT 2023","35","","Allure labels","","","","should be able to add tag",""
"passed","Mon May 08 15:42:16 GMT 2023","Mon May 08 15:42:17 GMT 2023","444","","Allure retry","","","","test with retries (no screenshots for retries)",""
"failed","Mon May 08 15:41:19 GMT 2023","Mon May 08 15:41:20 GMT 2023","292","","Allure Cypress log","","","","should attach cy.api data with allureLogCypress and allureAttachRequests env vars",""
"passed","Mon May 08 15:41:19 GMT 2023","Mon May 08 15:41:19 GMT 2023","51","","Allure Cypress log","","","","should log cypress commands as steps when allureLogCypress is enabled",""
"passed","Mon May 08 15:41:25 GMT 2023","Mon May 08 15:41:25 GMT 2023","65","","Allure Environment info","","","","should overwrite Environment info",""
"passed","Mon May 08 15:41:12 GMT 2023","Mon May 08 15:41:12 GMT 2023","23","","Allure attachments","","","","should be able to attach file to executable by content",""
"passed","Mon May 08 15:41:19 GMT 2023","Mon May 08 15:41:19 GMT 2023","3","","Allure Cypress log","","","","should be configurable by allureLogCypress env variable",""
"failed","Mon May 08 15:41:19 GMT 2023","Mon May 08 15:41:19 GMT 2023","353","","Allure Cypress log","","","","should attach cy.request data with allureLogCypress and allureAttachRequests env vars",""
"passed","Mon May 08 15:42:45 GMT 2023","Mon May 08 15:42:45 GMT 2023","53","","Allure labels","","","","should be able to add test id for allure testops",""
"passed","Mon May 08 15:42:49 GMT 2023","Mon May 08 15:42:49 GMT 2023","54","Allure tests structure","Set in test","Using commands","","","""Set in test"", ""Using commands""",""
"passed","Mon May 08 15:41:45 GMT 2023","Mon May 08 15:41:45 GMT 2023","42","","Allure links","","","","should be able to add link other external system",""
"failed","Mon May 08 15:42:00 GMT 2023","Mon May 08 15:42:02 GMT 2023","2265","","Multiple domains","","","","Visit Site 3 - Yahoo",""
"passed","Mon May 08 15:42:49 GMT 2023","Mon May 08 15:42:49 GMT 2023","69","Allure tests structure","Label storage","Set in beforeEach","","","""Label storage"", ""Set in test""",""
"passed","Mon May 08 15:41:45 GMT 2023","Mon May 08 15:41:45 GMT 2023","49","","Allure links","","","","should be able to add link to issue tracker",""
"passed","Mon May 08 15:42:49 GMT 2023","Mon May 08 15:42:49 GMT 2023","8","Allure tests structure","Allure tests structure","Set in beforeEach","","","""Tests structure"", ""behaviors"", ""labels""",""
"passed","Mon May 08 15:41:45 GMT 2023","Mon May 08 15:41:45 GMT 2023","7","","Allure links","","","","should be configurable with prefix env variables",""
"passed","Mon May 08 15:43:06 GMT 2023","Mon May 08 15:43:06 GMT 2023","101","Gherkin_parent_suite","Gherkin_suite","Gherkin_sub_suite","","","Will attach links for each example separately (example #1)",""
"passed","Mon May 08 15:42:14 GMT 2023","Mon May 08 15:42:14 GMT 2023","173","","Allure retry","","","","test with retries",""
"passed","Mon May 08 15:43:06 GMT 2023","Mon May 08 15:43:07 GMT 2023","87","Gherkin_parent_suite","Gherkin_suite","Gherkin_sub_suite","","","Will attach links for each example separately (example #2)",""
"passed","Mon May 08 15:43:06 GMT 2023","Mon May 08 15:43:06 GMT 2023","83","Gherkin_parent_suite","Gherkin_suite","Gherkin_sub_suite","","","Some scenario with examples (example #3)",""
"passed","Mon May 08 15:42:45 GMT 2023","Mon May 08 15:42:45 GMT 2023","59","","Allure labels","","","","should be able to add owner",""
"failed","Mon May 08 15:42:17 GMT 2023","Mon May 08 15:42:18 GMT 2023","256","","Allure retry","","","","failed test no retries",""
"passed","Mon May 08 15:42:10 GMT 2023","Mon May 08 15:42:10 GMT 2023","41","","Allure parameters","","","","should attach testParameter number 2 to test",""
"passed","Mon May 08 15:43:06 GMT 2023","Mon May 08 15:43:06 GMT 2023","62","Gherkin_parent_suite","Gherkin_suite","Gherkin_sub_suite","","","Some scenario with examples (example #4)",""
"passed","Mon May 08 15:42:23 GMT 2023","Mon May 08 15:42:24 GMT 2023","384","","Allure screenshots","","","","should attach screenshot automatically",""
"passed","Mon May 08 15:41:57 GMT 2023","Mon May 08 15:41:57 GMT 2023","316","","Multiple domains","","","","Visit Site 2 - Bing",""
"failed","Mon May 08 15:43:02 GMT 2023","Mon May 08 15:43:06 GMT 2023","4301","Gherkin_parent_suite","Gherkin_suite","Gherkin_sub_suite","","","Some scenario with examples (example #2)",""
"passed","Mon May 08 15:41:12 GMT 2023","Mon May 08 15:41:12 GMT 2023","36","","Allure attachments","","","","should be able to attach existing file to test by path",""
"passed","Mon May 08 15:42:41 GMT 2023","Mon May 08 15:42:41 GMT 2023","62","","Allure steps","","","","could be started for current executable with log step, or step(name,false) and finish automatically",""
"passed","Mon May 08 15:41:20 GMT 2023","Mon May 08 15:41:20 GMT 2023","233","","Allure Cypress log","","","","should not log cypress commands when allureLogCypress is disabled",""
"passed","Mon May 08 15:42:41 GMT 2023","Mon May 08 15:42:41 GMT 2023","21","","Allure steps","","","","could be started and finished with startStep, endStep",""
"passed","Mon May 08 15:42:24 GMT 2023","Mon May 08 15:42:24 GMT 2023","58","","Allure screenshots","","","","should attach screenshot diff",""
"passed","Mon May 08 15:42:10 GMT 2023","Mon May 08 15:42:10 GMT 2023","8","","Allure parameters","","","","should attach testParameter number 1 to test",""
"passed","Mon May 08 15:41:45 GMT 2023","Mon May 08 15:41:45 GMT 2023","28","","Allure links","","","","should be able to add link to test management system",""
"broken","Mon May 08 15:41:15 GMT 2023","Mon May 08 15:41:15 GMT 2023","0","","cypress/e2e/examples/crashed.cy.js","","","","Oops...we found an error preparing this test file: cypress/e2e/examples/crashed.cy.js",""
"passed","Mon May 08 15:41:45 GMT 2023","Mon May 08 15:41:45 GMT 2023","42","","Allure links","","","","should accept * character as pattern in tmsPrefix configuration",""
"skipped","Mon May 08 15:42:28 GMT 2023","Mon May 08 15:42:28 GMT 2023","1","","Allure skipped tests","","","","skip by xit",""
"passed","Mon May 08 15:42:10 GMT 2023","Mon May 08 15:42:10 GMT 2023","50","","Allure parameters","","","","should attach parameter number 1 to step",""
"passed","Mon May 08 15:42:41 GMT 2023","Mon May 08 15:42:41 GMT 2023","40","","Allure steps","","","","could be started for current test with step and finished automatically",""
"failed","Mon May 08 15:41:33 GMT 2023","Mon May 08 15:41:33 GMT 2023","190","","Failed in global hooks","","","","should create a blank test with error when cypress got uncaught exception",""
"passed","Mon May 08 15:41:41 GMT 2023","Mon May 08 15:41:41 GMT 2023","10","","Allure hooks","","","","should log before hooks as pre-requisites and each hooks as steps",""
"passed","Mon May 08 15:41:29 GMT 2023","Mon May 08 15:41:29 GMT 2023","7","","Allure executor info","","","","should write executors.json file",""
"passed","Mon May 08 15:42:45 GMT 2023","Mon May 08 15:42:45 GMT 2023","53","","Allure labels","","","","should be able to add html description",""
"skipped","Mon May 08 15:42:28 GMT 2023","Mon May 08 15:42:28 GMT 2023","3","","Allure skipped tests","","","","skip by it.skip",""
"passed","Mon May 08 15:42:49 GMT 2023","Mon May 08 15:42:49 GMT 2023","62","Allure tests structure","Label storage","Set in beforeEach","","","""Label storage"", ""Set in beforeEach""",""
"skipped","Mon May 08 15:42:28 GMT 2023","Mon May 08 15:42:28 GMT 2023","8","","Allure skipped tests","","","","skip from inside (should be able to add tag)",""
"passed","Mon May 08 15:42:45 GMT 2023","Mon May 08 15:42:45 GMT 2023","64","","Allure labels","","","","should be able to add severity",""
"failed","Mon May 08 15:42:17 GMT 2023","Mon May 08 15:42:17 GMT 2023","308","","Allure retry","","","","test with retries - fail (no screenshots for retries)",""
"passed","Mon May 08 15:41:19 GMT 2023","Mon May 08 15:41:19 GMT 2023","57","","Allure Cypress log","","","","should log cypress custom command as separate step",""
"passed","Mon May 08 15:43:02 GMT 2023","Mon May 08 15:43:02 GMT 2023","110","Gherkin_parent_suite","Gherkin_suite","Gherkin_sub_suite","","","Allure labels",""
"skipped","Mon May 08 15:42:32 GMT 2023","Mon May 08 15:42:32 GMT 2023","3","","Allure test statuses","","","","should be skipped",""
"passed","Mon May 08 15:42:17 GMT 2023","Mon May 08 15:42:17 GMT 2023","92","","Allure retry","","","","passed test no retries",""
