"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Apr 05 00:40:39 GMT 2023","Wed Apr 05 00:40:39 GMT 2023","56","","Allure attachments","","","","should be able to attach file to test by content",""
"passed","Wed Apr 05 00:41:20 GMT 2023","Wed Apr 05 00:41:20 GMT 2023","43","","Allure links","","","","should be able to add link other external system",""
"passed","Wed Apr 05 00:40:55 GMT 2023","Wed Apr 05 00:40:55 GMT 2023","54","","Allure Environment info","","","","should overwrite Environment info",""
"passed","Wed Apr 05 00:42:33 GMT 2023","Wed Apr 05 00:42:33 GMT 2023","63","Allure tests structure","Label storage","Set in beforeEach","","","""Label storage"", ""Set in beforeEach""",""
"passed","Wed Apr 05 00:41:33 GMT 2023","Wed Apr 05 00:41:34 GMT 2023","577","","Multiple domains","","","","Visit Site 2 - Bing",""
"passed","Wed Apr 05 00:40:50 GMT 2023","Wed Apr 05 00:40:50 GMT 2023","63","","Allure Cypress log","","","","should not log cypress commands when allureLogCypress is disabled",""
"passed","Wed Apr 05 00:42:24 GMT 2023","Wed Apr 05 00:42:24 GMT 2023","49","","Allure steps","","","","could be started for current test with step and finished automatically",""
"failed","Wed Apr 05 00:41:58 GMT 2023","Wed Apr 05 00:41:59 GMT 2023","293","","Allure retry","","","","failed test no retries",""
"passed","Wed Apr 05 00:41:49 GMT 2023","Wed Apr 05 00:41:49 GMT 2023","53","","Allure parameters","","","","should attach parameter number 1 to step",""
"failed","Wed Apr 05 00:41:05 GMT 2023","Wed Apr 05 00:41:05 GMT 2023","321","","Failed in global hooks","","","","should create a blank test with error when cypress got uncaught exception",""
"passed","Wed Apr 05 00:41:56 GMT 2023","Wed Apr 05 00:41:57 GMT 2023","730","","Allure retry","","","","test with retries (no screenshots for retries)",""
"passed","Wed Apr 05 00:42:24 GMT 2023","Wed Apr 05 00:42:24 GMT 2023","32","","Allure steps","","","","could be started and finished with startStep, endStep",""
"passed","Wed Apr 05 00:42:28 GMT 2023","Wed Apr 05 00:42:29 GMT 2023","9","","Allure labels","","","","should be able to add label",""
"passed","Wed Apr 05 00:40:49 GMT 2023","Wed Apr 05 00:40:50 GMT 2023","1214","","Allure Cypress log","","","","should attach cy.api data with allureLogCypress and allureAttachRequests env vars",""
"skipped","Wed Apr 05 00:42:10 GMT 2023","Wed Apr 05 00:42:10 GMT 2023","9","","Allure skipped tests","","","","skip by xit",""
"passed","Wed Apr 05 00:42:05 GMT 2023","Wed Apr 05 00:42:05 GMT 2023","439","","Allure screenshots","","","","should attach screenshot automatically",""
"passed","Wed Apr 05 00:42:15 GMT 2023","Wed Apr 05 00:42:15 GMT 2023","17","","Allure test statuses","","","","should be passed",""
"broken","Wed Apr 05 00:40:43 GMT 2023","Wed Apr 05 00:40:43 GMT 2023","0","","cypress/e2e/examples/crashed.cy.js","","","","Oops...we found an error preparing this test file: cypress/e2e/examples/crashed.cy.js",""
"passed","Wed Apr 05 00:41:49 GMT 2023","Wed Apr 05 00:41:49 GMT 2023","10","","Allure parameters","","","","should attach testParameter number 1 to test",""
"passed","Wed Apr 05 00:40:47 GMT 2023","Wed Apr 05 00:40:47 GMT 2023","67","","Allure Cypress log","","","","should log cypress custom command as separate step",""
"passed","Wed Apr 05 00:41:15 GMT 2023","Wed Apr 05 00:41:15 GMT 2023","34","","Allure hooks","","","","should log before hooks as pre-requisites and each hooks as steps",""
"passed","Wed Apr 05 00:40:39 GMT 2023","Wed Apr 05 00:40:39 GMT 2023","22","","Allure attachments","","","","should be able to attach file to executable by content",""
"passed","Wed Apr 05 00:42:33 GMT 2023","Wed Apr 05 00:42:33 GMT 2023","57","Allure tests structure","Label storage","Set in beforeEach","","","""Label storage"", ""Set in test""",""
"passed","Wed Apr 05 00:42:33 GMT 2023","Wed Apr 05 00:42:33 GMT 2023","61","Allure tests structure","Set in test","Using commands","","","""Set in test"", ""Using commands""",""
"passed","Wed Apr 05 00:41:20 GMT 2023","Wed Apr 05 00:41:20 GMT 2023","48","","Allure links","","","","should accept * character as pattern in tmsPrefix configuration",""
"passed","Wed Apr 05 00:42:29 GMT 2023","Wed Apr 05 00:42:29 GMT 2023","51","","Allure labels","","","","should be able to add markdown description","
## Emphasis

**This is bold text**

__This is bold text__

*This is italic text*

_This is italic text_

~~Strikethrough~~
"
"passed","Wed Apr 05 00:41:49 GMT 2023","Wed Apr 05 00:41:49 GMT 2023","43","","Allure parameters","","","","should attach testParameter number 2 to test",""
"passed","Wed Apr 05 00:42:24 GMT 2023","Wed Apr 05 00:42:24 GMT 2023","68","","Allure steps","","","","could be started for current executable with log step, or step(name,false) and finish automatically",""
