"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Sep 10 02:53:49 GMT 2022","Sat Sep 10 02:53:49 GMT 2022","13","","Allure links","","","","should be able to add link to test management system",""
"passed","Sat Sep 10 02:54:03 GMT 2022","Sat Sep 10 02:54:03 GMT 2022","7","","Allure labels","","","","should be able to add markdown description","
## Emphasis

**This is bold text**

__This is bold text__

*This is italic text*

_This is italic text_

~~Strikethrough~~
"
"failed","Sat Sep 10 02:54:07 GMT 2022","Sat Sep 10 02:54:07 GMT 2022","133","","","","","","An uncaught error was detected outside of a test",""
"passed","Sat Sep 10 02:53:49 GMT 2022","Sat Sep 10 02:53:49 GMT 2022","12","","Allure links","","","","should accept * character as pattern in tmsPrefix configuration",""
"passed","Sat Sep 10 02:53:53 GMT 2022","Sat Sep 10 02:53:53 GMT 2022","362","","Allure screenshots","","","","should attach screenshot automatically",""
"passed","Sat Sep 10 02:54:04 GMT 2022","Sat Sep 10 02:54:04 GMT 2022","11","Allure tests structure","Set in test","Using commands","","","""Set in test"", ""Using commands""",""
"passed","Sat Sep 10 02:53:44 GMT 2022","Sat Sep 10 02:53:44 GMT 2022","11","","Allure Environment info","","","","should overwrite Environment info",""
"passed","Sat Sep 10 02:53:51 GMT 2022","Sat Sep 10 02:53:51 GMT 2022","21","","Allure parameters","","","","should attach testParameter number 1 to test",""
"passed","Sat Sep 10 02:53:42 GMT 2022","Sat Sep 10 02:53:42 GMT 2022","22","","Allure Cypress log","","","","should log cypress custom command as separate step",""
"passed","Sat Sep 10 02:54:03 GMT 2022","Sat Sep 10 02:54:03 GMT 2022","8","","Allure labels","","","","should be able to add html description",""
"passed","Sat Sep 10 02:53:49 GMT 2022","Sat Sep 10 02:53:49 GMT 2022","12","","Allure links","","","","should be able to add link other external system",""
"passed","Sat Sep 10 02:54:03 GMT 2022","Sat Sep 10 02:54:03 GMT 2022","9","","Allure labels","","","","should be able to add severity",""
"passed","Sat Sep 10 02:53:42 GMT 2022","Sat Sep 10 02:53:42 GMT 2022","24","","Allure Cypress log","","","","should log cypress commands as steps when allureLogCypress is enabled",""
